symbol,log2FC,FDR
WDR83OS,-0.0374733333333328,0.6684075654950713
JUNB,-0.10374399999999984,0.15520382961498672
CCNG1,-0.43323266666666704,0.03307987342925761
CCNG1,-0.06733266666666538,0.6519999838703153
NCSTN,0.3752246666666643,0.03081793061463843
NCSTN,0.1552233333333337,0.10373455412449273
NAP1L4,-0.12671933333333563,0.27796174667794393
PRNP,0.014269999999998007,0.8763625932039718
C12orf57,-0.45196999999999754,0.023706802285535195
CREG1,-0.35889433333333365,0.09339132310465335
CREG1,0.04941600000000079,0.8038500854989077
KRT7,0.11895000000000344,0.16799046406934628
PPA1,-0.03528666666666602,0.6134926335621277
ARPC5,-0.04805666666666575,0.49825079385665877
ARPC5,0.2376033333333325,0.052278639649712404
ARPC5,0.18500733333333486,0.2159603333003924
CTRB2,-0.10751966666666668,0.38355775915965656
CD164,0.20767333333333227,0.07167424032516909
CD164,0.13101033333333234,0.18627740342914295
ZFP36,-0.02955066666666717,0.8076120659046809
CIRBP,0.25023200000000045,0.026706956151796774
CIRBP,0.12547900000000212,0.04034568747872385
COX7B,-0.4207566666666658,0.07931344388432952
COX7B,-0.25313666666666634,0.028671369882515126
NOLC1,0.16636333333333475,0.019581746803544187
NOLC1,0.1324143333333332,0.319754741713439
SEC16A,0.5504853333333344,0.07929075817335018
WDR6,0.43551699999999993,0.09471900383545041
PFN2,-0.1989633333333316,0.03417131833619292
ITGA5,0.9138156666666672,0.04988426526391287
ITGA5,0.4615123333333342,0.0639112926577149
ITGA5,0.7281166666666676,0.021035010504034807
OGA,-0.11155700000000035,0.181924962163
MB,-0.23267433333333365,0.171209521923203
MB,-0.09720299999999948,0.1407709297323579
CTSC,-0.04446666666666843,0.5938171489952678
AKR1C3,-0.42175299999999893,0.014635668611515463
NRDC,-0.38690900000000106,0.027354048077093438
VOPP1,0.4059890000000008,0.0472992106520831
VOPP1,0.366801333333334,0.12916499479300936
VOPP1,0.5819423333333331,0.024012249865437117
MSN,0.8502066666666668,0.015559119244349866
MSN,0.5226133333333323,0.03307073522493197
ZNHIT1,-0.13731366666666567,0.10572440876385379
CDC37,0.16995500000000163,0.03558316961470344
LTAP1,-0.08908666666666676,0.07493125164888786
GOLM1,0.34904233333333234,0.10143736661827744
GOLM1,0.30396266666666705,0.05095650877495181
ITM2B,-0.25155666666666576,0.2588356611954003
ITM2B,0.18775666666666524,0.059351303291578145
ITM2B,0.1981766666666651,0.07808299353390405
OAZ2,0.17619266666666622,0.2783088520572988
OAZ2,0.30704199999999915,0.029626154202230692
CYP19A1,-0.017347333333332937,0.8673008634735084
CYP19A1,-0.17348933333333338,0.28606381372128387
CYP19A1,-0.08274233333333347,0.5770397682833818
PSMB3,-0.20835000000000115,0.04929183282412376
NIPSNAP1,-0.13298833333333349,0.08539092747738233
NIPSNAP1,0.6212156666666662,0.017820778385240613
TMEM123,0.0847523333333342,0.7492432441284662
CASC3,0.12606866666666772,0.1007753599169781
CASC3,0.4807803333333336,0.08442051162728346
SNX3,-0.2748233333333303,0.03426642584255371
PLPP3,0.20863066666666708,0.311117212847319
RCC2,0.5827243333333341,0.04135585055061042
RCC2,0.4275293333333332,0.07617660646724782
RCC2,0.6893033333333332,0.009300959140701717
RCC2,0.703915666666667,0.01434281349154646
ATP5PF,-0.23275666666666517,0.08647258361187832
KIAA1191,0.05102866666666728,0.31554832901085755
NBL1,0.40286199999999983,0.08235331807889729
NBL1,0.24977466666666626,0.093531462473621
SSRP1,0.07331966666666823,0.4956141355484378
SSRP1,0.29274999999999984,0.03193273013767956
DPYSL3,0.0824033333333336,0.44957838473785694
TSPAN7,0.12889466666666705,0.5500816009426968
TSPAN7,-0.2334549999999993,0.020690396909862137
PRL,-0.13785866666666635,0.4239254070224566
ATIC,0.1481199999999987,0.04200135152832041
UBL5,-0.6261866666666673,0.026896799062111794
RGS2,-0.10410900000000023,0.3870365474133203
TTC1,-0.3291183333333354,0.04798118093140138
RPL36AL,-0.26986666666666714,0.04736168196539775
RPL36AL,-0.19786666666666441,0.08414725303953469
TBC1D14,0.4129576666666672,0.07705427292353527
AP1M1,0.325076666666666,0.023639910635001624
PODXL,0.39145500000000055,0.05488167560586559
PODXL,0.3933473333333328,0.04791425337284558
DUSP1,-0.2269299999999994,0.15744115654483437
ACAA2,-0.1715683333333331,0.11929227098373099
SIRT2,-0.11331799999999959,0.22609175433601
SET,0.056083333333333485,0.3421411320104234
SET,0.020183333333333664,0.8123478858054911
MRPL13,-0.6059296666666683,0.09752762373989585
MRPL13,-0.3686133333333359,0.04032808886718358
IMP3,0.0419656666666679,0.7421386916930216
IMP3,-0.26276933333333297,0.1723356020895626
HSPB8,0.5246363333333353,0.020025076112200814
HSPB8,0.28264000000000067,0.01654210661425206
LUZP6,0.07550233333333267,0.5117803403577831
LUZP6,0.39564600000000016,0.23897548124092727
MTPN,0.39564600000000016,0.23897548124092727
HNRNPH2,-0.39002433333333464,0.067822750098173
HNRNPH2,-0.32989233333333345,0.0613336900927561
EEF2,1.2882880000000014,0.029669721330679237
EEF2,0.6933233333333337,0.01058176136039902
EEF2,0.6776233333333312,0.01058176136039902
PRR4,0.04744333333333195,0.8975144166774681
CRYBB2,0.09683766666666749,0.3041109343686985
PLOD3,0.10779066666666637,0.39741994877155046
ATP6V0C,0.624721000000001,0.02262488420043417
SLC40A1,-0.2542946666666661,0.2268672730650123
SLC40A1,-0.23555266666666697,0.2227827675634847
MRPL37,0.10130000000000194,0.1870897448364345
TUBG1,0.24644000000000155,0.07703756487399775
STOM,-0.06494133333333352,0.4203572844188599
ACTG2,-0.018737333333333606,0.8866436967902975
ACTG2,0.25011433333333377,0.547902313145553
MANF,-0.171383333333333,0.0691046261786529
LUM,-0.052134666666666885,0.7276120103967262
WDR45B,0.12236666666666807,0.22175965440830994
WDR45B,0.18251300000000015,0.04540470029804659
PRRC2B,0.5796299999999999,0.03061758459866906
PRRC2B,1.2087690000000002,0.04678446618233351
ANXA6,0.20880933333333118,0.11360425962544558
PPP2CA,-0.5388873333333324,0.07886746819413198
PPP2CA,-0.166876666666667,0.19737194758204563
SELENOW,-0.287293,0.05113518885325938
STARD10,0.11616233333333348,0.14478400636284056
PYGB,0.37775499999999873,0.08051799224200464
TRIP12,-0.17986366666666775,0.11730931514772285
MLLT6,0.8443580000000006,0.04039101927544148
HIGD1A,-0.3523603333333334,0.11908906084267586
TRAP1,0.009472333333333083,0.9460420079467017
PSMC3,0.004023333333332602,0.9710795751281148
ZFP36L2,0.6801276666666674,0.09471900383545041
ZFP36L2,1.0768426666666668,0.023188898568584214
ZFP36L2,1.4028019999999994,0.031110526215909207
LRPAP1,-0.006515666666663478,0.9444517373839728
BUD31,-0.008166666666664213,0.8714643161499521
SYPL1,0.24301633333333328,0.03227444795006196
SYPL1,-0.04630900000000082,0.7037186285801074
SYPL1,-0.1135866666666665,0.20803735339612345
NOP10,-0.22993666666666535,0.04601452080440739
PRMT1,0.29684999999999917,0.029669721330679237
HMG20B,0.05308500000000116,0.7597869448203218
M6PR,0.11234900000000181,0.2804599473010062
M6PR,0.28031566666666663,0.15882626828811652
PLS3,-0.15352499999999836,0.43598333375486953
PLS3,-0.44545333333333303,0.06325346941796907
SURF4,0.4673246666666664,0.0180295921133754
SURF4,0.08067166666666736,0.2649267972918953
RUVBL1,-0.11546733333333137,0.16606333328316722
RUVBL1,-0.13512500000000038,0.20952513307775045
PSMA3,-0.20239666666666523,0.08498091611177258
PSMA3,-0.23165000000000013,0.014512618662314387
HEXB,-0.06901000000000046,0.5806963289168172
NEU1,-0.010182666666665341,0.906370530109591
SDHC,-0.3755143333333333,0.1301419943962377
SDHC,-0.1006240000000016,0.40239330461986184
MAPK1,-0.03127700000000111,0.7679260352532743
MAPK1,0.2558136666666666,0.07199334298890112
PTPRF,1.2826016666666664,0.009315875226946393
PTPRF,0.9802563333333314,0.012243910357702335
EFEMP1,-0.28475333333333275,0.07115358236301013
PLAT,-0.10176166666666653,0.7579164847954667
ATP5MC2,0.11601666666666688,0.22216573164891623
DDX47,-0.23955333333333506,0.16678338143524601
SNHG32,-0.10315333333333143,0.28489833068779
PDGFRB,0.5871206666666655,0.02498912903237917
PDGFRB,0.21341533333333373,0.34069525078361956
PDGFRB,-0.06084400000000034,0.6346861588845873
PRCP,-0.4290139999999978,0.1170629862637119
PRCP,0.024839333333334324,0.7409977669121133
NCKAP1,-0.04269233333333311,0.7992712350660244
NCKAP1,-0.1599533333333305,0.140295403803779
RIC8A,0.12759633333333475,0.3898632152417162
RIC8A,0.40949633333333324,0.07905418919220028
ACTN4,1.0826346666666655,0.029235760486711344
CDIPT,0.13932933333333342,0.20502180385573107
DDAH2,-0.0036399999999998656,0.9763285842164233
ATP6V1F,-0.26258666666666564,0.02969155008157858
ATP6V1F,-0.3047433333333327,0.06509420530251946
MRPL41,-0.15683566666666415,0.36024754574480583
TINF2,-0.19269366666666787,0.23172164324670347
TINF2,-0.009667666666667074,0.9533341593378534
UFD1,-0.10063666666666649,0.06599558967193205
UFD1,-0.360427333333333,0.040372217296561236
ZFAND3,0.3731180000000007,0.0770342935056648
OLFML3,-0.07935066666666701,0.6280022994596463
ATP5PD,-0.23759000000000086,0.040400239459649954
COMMD7,-0.012979999999998881,0.7986890044741572
TAX1BP3,0.31086999999999776,0.03729493006572476
CDK2AP1,-0.09443666666666672,0.17839187809264573
PITPNA,0.9177253333333333,0.010365992529409174
PITPNA,0.3536173333333341,0.02336343657761274
PITPNA,-0.02211166666666564,0.8433457775899816
DAP3,-0.27483233333333246,0.08363115340444087
DAP3,-0.3222893333333321,0.022197228576697564
DAP3,-0.4654709999999991,0.10425321586199317
TMEM248,0.17722033333333265,0.11857512788820913
TMEM248,0.42839333333333496,0.016458721289125684
PIP4K2B,0.15103199999999983,0.5339801913229905
PIP4K2B,0.5273366666666668,0.06835568324751617
PIP4K2B,0.28802566666666607,0.11730931514772285
