symbol,log2FC,FDR
CMTM1,-0.05150866666666731,0.6820603163771803
PRODH2,-0.014080000000000314,0.930469599502887
SYNGR4,0.008301333333332828,0.9536509971097235
BNC2,-0.11512999999999973,0.35047293648474853
NIN,-0.4987870000000001,0.10065086480013628
KIRREL2,-0.11763266666666716,0.44844870861204067
PITPNM2,0.05891366666666675,0.7437276914750766
LARP6,-0.14786333333333346,0.16876463788357599
ARL13B,-0.4843206666666653,0.015559119244349866
GNAI3,-0.4922589999999998,0.24737673569146912
GNAI3,-0.23702600000000018,0.21736727580087706
GNAI3,-0.2331853333333349,0.15942492068235414
GHITM,-0.6288676666666664,0.10790594286019574
SCARA5,0.16205433333333374,0.3851860362675126
SCARA5,-0.06554599999999988,0.855254132112302
TPM4,-0.21341799999999989,0.13954395106053152
TPM4,-0.13380533333333489,0.18491789825951505
TPM4,0.8567099999999996,0.05076202149265631
CACYBP,-0.4405619999999999,0.14243483047535074
CACYBP,-0.3475533333333338,0.12866983186608805
PIGS,0.27892866666666727,0.04438424951326059
SPP1,-0.6585213333333328,0.08676629005706636
DLAT,-0.17504733333333355,0.11778861897524591
DLAT,-0.14965266666666643,0.28597501960015986
EIF3E,-0.022073333333333167,0.8075454811168489
EIF3E,-0.046550000000001646,0.47400609519599196
NDFIP2,-0.2796616666666676,0.12590232860117473
CHRM1,-0.15663533333333302,0.2411143055830449
CHRM1,0.31177066666666686,0.30676383199618357
POP4,-0.3840439999999994,0.029056339100246558
POP4,0.16592366666666702,0.6091708015917687
MYCBP,-0.603106666666668,0.037599710112622184
PRDX3,-0.10281333333333365,0.17090967337281568
UBE2W,-0.5205786666666672,0.07843632654106587
UBE2W,-0.4103723333333331,0.07478770232335213
FECH,-0.06391666666666573,0.541516110374484
FECH,-0.1438139999999999,0.5875007864912662
ELP2,-0.18793366666666778,0.031827025632441004
SRSF1,0.5521456666666662,0.05018732137734628
SRSF1,0.0885633333333331,0.2149110465744126
SRSF1,-0.05711066666666653,0.6231580524653935
UBASH3B,0.42241766666666614,0.09791181800722575
UBASH3B,-0.21790299999999974,0.24255695290832124
UBASH3B,0.06123833333333373,0.39639880422070223
DDX46,-0.25432099999999913,0.2030379564233563
DDX46,-0.3234726666666674,0.14626694257478298
CISD1,-0.30468233333333217,0.03973549991461913
CISD1,-0.6266496666666663,0.0627555915365878
TPMT,-0.0154946666666671,0.9277895575083447
TPMT,0.011796999999999613,0.9371986043953275
TPMT,-0.5203036666666652,0.010365992529409174
TPMT,-0.10197566666666535,0.3730900946379388
NDUFAF7,-0.508700666666666,0.022197228576697564
NDUFAF7,-0.6049919999999993,0.10494404813252914
SNAP29,0.022147999999998724,0.8533176656912405
SNAP29,-0.2560756666666659,0.1329482839368945
SNAP29,0.10680266666666682,0.3149875564143679
DDX42,0.23996299999999948,0.1295795663822994
DDX42,0.36080166666666713,0.12615023804175413
WDR43,-0.298292,0.08465513227217018
EVL,-0.1373746666666662,0.4375684960094593
CPZ,0.2914916666666665,0.2263865371305324
ORC6,-0.3590236666666673,0.11828999795886867
MSTO1,-0.06683266666666565,0.2550229447585958
ORC1,0.05348766666666549,0.6782371514552704
HPD,0.01578133333333387,0.9115248862843941
PRKCD,-0.027459000000000344,0.9193286489947596
SLC11A1,-0.013487666666666343,0.9124388018273465
SLC11A1,0.16760233333333296,0.2397220103629235
KRT81,0.006060333333332224,0.9570697152311765
HSPA14,-0.2325879999999998,0.20266024106738562
CDKN2AIP,-0.1421946666666658,0.2608407050491076
GNA12,0.8234683333333344,0.014551490152457509
NIP7,-0.5321426666666671,0.02435317841766154
TEX264,-0.19790033333333223,0.24889159082008747
TEX264,-0.17274766666666608,0.11913182805614318
NUP50,-0.14474333333333167,0.41502893433449023
NUP50,0.16581500000000027,0.3349654666208979
NUP50,0.05832366666666644,0.6283113657153644
NUP50,-0.25162233333333184,0.035333472808725945
NAA40,0.33157833333333286,0.0532237987530293
NTRK2,0.1484523333333332,0.46184653028469225
TMEM209,-0.13908699999999996,0.6120042304203873
TIMM8A,-1.1918073333333323,0.12237074422659505
LIX1,0.24492300000000045,0.10603508671804414
LIX1,-0.05473100000000031,0.5518001359967012
SLC25A27,0.0014079999999996318,0.99275472297047
SLC25A27,-0.09143466666666678,0.2721047621100935
SLC25A27,-0.15363566666666673,0.29221749879471803
CLEC3B,-0.09273266666666657,0.5809911071630347
GALK2,-0.029709333333333365,0.8965104262493427
GALK2,-0.8478193333333337,0.012638879364641073
PPM1K,0.10702400000000045,0.5710185742769819
PPM1K,-0.7989156666666668,0.035733596323123944
NHEJ1,-0.1797840000000015,0.2574087492352066
NHEJ1,-0.14145366666666703,0.36414998942279925
ZFYVE21,-0.035652333333333175,0.5885269725563349
DLX3,-0.0459916666666671,0.6658595993906892
CYBB,-0.10515233333333374,0.4230447422188352
RAB4B,-0.4288400000000001,0.13449616257005828
CHAF1A,0.19987066666666564,0.36283635338490444
CHAF1A,0.44385233333333396,0.04191250662905362
BBS12,-0.1323906666666672,0.4700263584229678
AP3M2,-0.2599229999999988,0.4249666749659286
ERAP1,-0.5542173333333333,0.17885863535671603
ERAP1,0.0097716666666674,0.9646966376683795
ZNF25,-0.36364866666666673,0.18391130710324827
ZNF25,-0.3506243333333332,0.18751012959053565
CPNE5,-0.10197866666666666,0.6306365655450742
HYAL3,-0.043745666666668015,0.7102851960424011
PFDN6,-0.22113899999999997,0.15374113909503437
PRELP,-0.1429783333333332,0.11745526517149686
GKAP1,-0.751005666666666,0.04281200776207666
G3BP2,0.22449366666666482,0.27705240346021676
LSM8,-0.6646456666666669,0.07066406592256018
LSM8,-0.36868600000000207,0.08069025798987695
CLMN,0.10373333333333346,0.6812371064267884
CLMN,-0.0324889999999991,0.8861547846868582
DMRT1,-0.27085566666666683,0.11734394578662226
HPS1,-0.003990666666668474,0.9700406706323143
EPB41L2,-0.1480016666666666,0.050632718363078456
IL13RA1,-0.06835233333333157,0.5173370240319811
IL13RA1,-0.12065266666666563,0.19084618605545803
IL13RA1,-0.13703100000000035,0.2088029832091958
MMP10,-0.1325373333333335,0.6605309241526061
NHERF2,-0.08025333333333284,0.22707778983243299
ELMO3,-0.012388999999998873,0.9153337838180065
SLC7A3,0.17702200000000046,0.6514352777734591
RELT,0.21503733333333308,0.3056611733403378
ANKRD23,0.13620866666666664,0.461713776171485
ANKRD23,-0.02399433333333434,0.9109906227756521
FMNL1,0.07871899999999954,0.6697072368407871
NCAM1,0.06264566666666571,0.5215763777097234
NCAM1,0.13309899999999963,0.6363730932261232
CENPA,-0.3776436666666658,0.08957799301481538
ACTL7B,0.26813566666666677,0.28605681826817
MUC20,-0.004722000000000559,0.9856646849388376
OSTF1,-0.49197699999999855,0.07162958934462933
TEKT1,-0.0671553333333339,0.6594086605969725
PURA,0.6927459999999996,0.05107498414248109
PURA,0.2243016666666673,0.194934110069761
PLD4,0.19953366666666605,0.357252534276876
ADAP1,-0.11823700000000059,0.5449984276515782
FOXO1,0.47804966666666626,0.2012346499043107
FOXO1,0.8154043333333343,0.03703746642956269
ATP2B1,-0.8929200000000002,0.04032808886718358
PSG11,0.019725333333333595,0.9273399008161848
VTI1A,-0.3188333333333331,0.17480779979497008
VTI1A,-0.08641599999999983,0.4159325612311827
ACTR5,-0.10747933333333393,0.3912077109235764
MGARP,-0.40028133333333304,0.0915005861399568
NHERF1,-0.022046666666666326,0.8727518899147466
MSANTD3,0.08048666666666549,0.17969429289195274
SEMA3B,0.290235,0.11130506420153007
SLC45A3,0.38059366666666694,0.2864948567607962
SLC45A3,-0.0575943333333333,0.816347193900152
EME1,0.00759000000000043,0.9068984327678827
FPR3,3.0333333333576462e-05,0.9997862726681822
FPR3,0.04689566666666645,0.8639901191486272
PRR5-ARHGAP8,-0.03753599999999935,0.7823839935058505
PRR5-ARHGAP8,-0.15087899999999976,0.18689201306385714
SHPK,0.38913033333333313,0.030417007909616954
MEGF6,0.5481783333333334,0.09528179117781078
RAB28,-0.6577980000000005,0.07092530914019571
DHX33,0.8280309999999993,0.015146548939895785
DHX33,0.7456836666666664,0.020637280251412427
DHX33,0.47315600000000124,0.13813028268182206
CBX8,0.03477366666666626,0.9025440816104199
PACS2,0.4367049999999999,0.06433558540063208
PACS2,0.35621266666666695,0.20763125502110577
ABCD1,0.45737333333333385,0.0902258174975083
PIANP,-0.050498666666666914,0.784119196122552
DNAI1,-0.07075033333333458,0.6053369479990801
ING1,0.0413216666666667,0.5940148194288969
ING1,0.060441000000000855,0.7603096821082743
ING1,0.05660033333333381,0.7418750507039799
ING1,0.24081966666666688,0.13975328394670114
ING1,0.23426633333333324,0.1496736700857964
CYP4F2,-0.056404666666666436,0.7829865878063479
CYP4F2,-0.038736666666666864,0.7349654016729621
ELANE,-0.17957866666666655,0.4745317861657841
MSMB,-0.1738386666666667,0.34445260595114363
MSMB,-0.16435733333333324,0.2996340493684843
ESCO2,-0.4636986666666658,0.0636130600074973
SLC14A1,0.148229333333334,0.6592329329174382
SLC14A1,0.10245999999999977,0.3518819416224839
ST7,0.14468633333333258,0.2917830324049709
CENPN,-0.0269286666666666,0.8936343379664818
CENPN,0.06548199999999937,0.5573093496633211
FAM171A2,0.06095833333333278,0.5632464837577587
ALDH8A1,-0.10964333333333398,0.4390016667961476
KLK1,-0.11508633333333318,0.4324162582782316
SRGAP1,0.0708719999999996,0.346499719251559
SRGAP1,0.16467366666666727,0.6603624474782268
MAN2B2,0.5696509999999995,0.037286174727902
SNX21,0.05291699999999988,0.7415587530273634
SNX21,0.19051133333333325,0.23163630657822587
SNX21,0.2595736666666668,0.40387546314076167
LRRC46,0.07388533333333314,0.7326623895608602
TENM3,-0.16975933333333293,0.5463885232750713
DNMT3B,-0.03156166666666671,0.6791347303164726
FAXC,-0.030417666666666676,0.891434612624736
FAXC,-0.41092000000000084,0.1995463418074596
STX11,0.038444666666666905,0.8730923172909376
STX11,-0.03759400000000035,0.8594623985383624
STX11,-0.0018039999999999168,0.9842329300053222
SPINK5,0.19057633333333301,0.13793828834981645
MYEF2,-0.4430203333333331,0.293786738725774
MYEF2,-0.40265799999999974,0.11768970793353052
MYEF2,-0.2232786666666673,0.37246991982747807
CERS1,0.3148730000000004,0.12132215080669073
TMEM114,-0.056880333333333866,0.598484777046456
MS4A6E,0.14844566666666648,0.4037715031132351
NICOL1,-0.11701933333333336,0.27521117208904206
RALGPS2,-0.3293860000000004,0.1961483330186853
CDKL2,-0.17501533333333308,0.39493390276977386
PRAC1,0.22526933333333332,0.5374591316888887
FUT3,0.021258999999999695,0.9152130361639029
FUT3,0.2072400000000001,0.443647128623953
VPREB3,0.37105799999999967,0.11353158247907795
PRTG,-0.08064166666666583,0.8191865069093284
PRTG,-0.025088999999999917,0.8880754132107396
PRTG,-0.09196600000000021,0.6907382534671953
RIMKLB,-0.16048233333333428,0.43210721766166904
TRIM66,0.06483266666666765,0.7311662260428954
RHPN1,0.2635840000000007,0.34113441625704355
MOV10L1,-0.025405666666666882,0.8671378221201819
MOV10L1,0.1558633333333339,0.48315066310500315
CHCHD4,-0.28488300000000066,0.05193046492517065
TMEM45A,-0.42564566666666526,0.049831562057437113
TFR2,-0.13572599999999913,0.6573893111723027
KLK5,0.13602166666666715,0.38825243805887477
PPM1J,-0.08693466666666705,0.8686939685420185
IGLL1,0.1537936666666666,0.2408984922335336
MIX23,-0.7011996666666667,0.10259186805155074
PWWP2A,0.3513289999999998,0.2851036490897997
PWWP2A,-0.2500273333333336,0.2974902363292947
IGSF10,0.2959723333333333,0.464069413119948
KERA,-0.15548733333333375,0.2960555654838849
TMEM174,0.1466376666666669,0.3414663019477786
SFT2D2,-0.43475233333333474,0.033566310349709944
TBC1D7,-0.23036066666666688,0.17153120610277076
RS1,0.19215233333333392,0.30633672199685164
CMTM5,0.0687386666666665,0.7055324310515481
CMTM5,0.05065066666666773,0.8655553328569008
CCL8,-0.0017226666666672052,0.9831751762701972
CCL8,-0.24210166666666666,0.2307553973287267
PRDX5,-0.19200333333333397,0.03377384687030381
SSTR1,0.22732899999999923,0.38357127403831187
PANX2,0.22920166666666653,0.22723889764273728
PANX2,0.8503963333333333,0.11189074922374807
DTD2,-0.20270299999999963,0.13938130659744338
EXOC3-AS1,-0.04473266666666742,0.744879405896157
C1QTNF4,0.0841330000000009,0.7393655297090513
RAB3IP,-0.4258653333333333,0.07099878831590928
SMTNL2,0.10934633333333377,0.6239163701971798
H4C11,-0.731895333333334,0.057915512311557935
HYCC2,-0.4143146666666664,0.20514522460669082
HYCC2,-0.4485980000000005,0.07102434818346719
HYCC2,-0.9404443333333345,0.030264083538800352
DIAPH3,-0.14289333333333154,0.32600650070895876
GHR,-0.15984333333333334,0.2286102689189314
CASP10,0.1642543333333335,0.2689965679184404
CASP10,0.02202633333333326,0.8981660817820796
SERTAD3,-0.44072899999999926,0.18733375214959372
SERTAD3,-0.23769266666666766,0.17960927233895996
LRRC51,-0.31035466666666744,0.09844015631057579
SH3BP1,-0.06690833333333313,0.7200180477832095
SH3BP1,0.07106066666666777,0.6800451975058204
GPER1,0.1279143333333339,0.2904495695856018
SALL4,0.20024366666666626,0.20341421238175417
PTGDR2,0.17439699999999947,0.5697825385825137
PTGDR2,-0.09419433333333327,0.49547801250304
SASS6,-0.010839666666667025,0.9754141612595038
LHFPL4,-0.11804000000000059,0.6352722664995463
LHFPL4,0.1370849999999999,0.4769838641553858
NCAPG2,-0.19667100000000115,0.32839806793317633
DEFB123,0.20010766666666635,0.3615138175907197
ITPRIP,0.3446660000000019,0.1155927378789667
PLEKHM3,-0.07183266666666688,0.7979545167102375
PLEKHM3,0.208535666666668,0.2535353053754481
HDAC9,-0.34697033333333316,0.06522003000352526
PRKCQ,0.19361066666666638,0.28031192881605244
TBC1D22B,0.2517456666666664,0.05079273266088707
TBC1D22B,0.07133833333333328,0.5565773889372323
TBC1D22B,0.29876433333333274,0.35915541384467836
BARX1,0.04236133333333303,0.6100348410902143
ELFN1,-0.11293233333333408,0.1591844263966417
DGKE,-0.3548296666666664,0.1787011927256807
DGKE,-0.28120366666666596,0.22899187619870273
BMPR1B,-0.6538810000000002,0.08298558479129269
TOGARAM1,-0.041230333333333036,0.8915077932084451
ZXDB,0.1545606666666668,0.48994892797386735
DKK2,-0.3598783333333335,0.11503068212523235
DKK2,-0.033091000000000204,0.9138584708907744
SHISA7,-0.11835900000000033,0.5917118771122116
SHISA7,0.20335366666666665,0.39385003846548955
RASIP1,0.009243999999999364,0.9485215830475912
MAP3K1,-0.3412246666666672,0.06312859191643302
MAP3K1,-0.7043516666666649,0.08832839890355354
DSCAM,0.2641216666666666,0.4389287221374429
STPG1,0.07523300000000077,0.5749507696951717
CROCC,-0.046540666666666564,0.7574851206838916
CROCC,0.14206166666666675,0.45203799195929106
NXPH3,0.084463333333332,0.7550577848751456
NXPH3,-0.10386666666666677,0.34346688094479294
ZNF367,-0.10607066666666576,0.5153114494879575
ZNF367,0.1146130000000003,0.6054294595911396
ZNF416,-0.2127186666666665,0.0555664981375795
HTR2B,-0.10023333333333362,0.49259508585148154
TMPRSS3,-0.11382133333333311,0.4017267497016049
TMPRSS3,0.2021259999999998,0.3810731801340528
SLC23A3,-0.09057566666666794,0.626905104065256
GHRL,-0.3254400000000004,0.20823458634821365
DNASE2B,0.04609533333333271,0.7176578862919069
GRIP1,-0.8238890000000003,0.024238553995234013
SARM1,0.7710523333333335,0.05079273266088707
MBD5,-0.2566883333333334,0.1798298118159857
ZNF213,0.3102003333333334,0.0416698182537826
ZNF213,0.46493333333333364,0.08051799224200464
DNAH10,0.26108533333333295,0.32377176736941593
ADAMTSL3,-0.05324066666666649,0.831884751920891
EXOC3L4,-0.055299999999999905,0.5933315792651787
KHDC1,-0.3937160000000004,0.2085712459065708
ADGRG2,-0.4947170000000001,0.11589572471090549
ADGRG2,-0.02814500000000031,0.7497883973821983
KCTD13,-0.08867066666666723,0.6330432036587853
BRICD5,0.16432999999999964,0.6666219612317273
GZMH,0.09912633333333298,0.6718066801906565
PHGR1,0.16180366666666668,0.38598029620111257
UCMA,0.05765633333333353,0.6769114743109109
APTX,-0.6642246666666667,0.036909831072308344
APTX,-0.45470866666666687,0.020790375437221988
DNAAF5,0.5424543333333354,0.054501880666269396
EXOC8,-0.09938200000000119,0.6468558742193177
EXOC8,-0.2676413333333345,0.023979111637655662
ARVCF,-0.004151000000001126,0.9859510841789717
ARVCF,0.1929586666666676,0.2717178588287821
NIPAL4,0.4071016666666667,0.032648265882633226
XK,0.19648133333333373,0.20760191864815764
XK,-0.1131259999999994,0.5678806705908404
XK,0.3059430000000005,0.18593493639484185
ADAMTS13,0.18359533333333333,0.5577855282129299
SHISA2,0.1977463333333329,0.19516887573221023
SHISA2,-0.20511033333333328,0.3124802950727577
ZBTB32,0.32594633333333345,0.17298813930803186
TOR2A,0.11441166666666636,0.5231048281686491
TOR2A,0.0756969999999999,0.4067121408661878
SHC2,-0.2207973333333335,0.4181648053722588
AQP11,-0.22639799999999966,0.19519265391724977
AQP11,-0.5626793333333326,0.023163233325500077
PRSS50,0.14823833333333303,0.3896508684513226
NPM2,-0.1647143333333334,0.5396054053670367
MAX,-0.5099246666666666,0.075707888043341
ASB17,0.2721323333333334,0.10160101707385298
H2BC5,0.2407556666666668,0.09789347214600161
H2BC5,-0.2225793333333339,0.4462463090355907
FUT4,0.05351199999999956,0.7262233417383473
FUT4,0.284920333333333,0.09442908717470841
LACC1,-0.1493466666666663,0.37906382120572796
EDA,-0.4219366666666664,0.0847274776817164
EDA,0.057485999999999926,0.6541913890411517
ATP6V0A4,-0.1869173333333336,0.28075441515910526
KALRN,-0.04389699999999941,0.53952743320782
WNT7A,0.16217566666666716,0.5194503862196589
BCAN,0.28489733333333334,0.3290602511269933
HSD17B3,0.18012566666666663,0.36866917718491277
EPPIN,0.10783133333333295,0.7454568797762677
EPPIN,0.47269233333333327,0.3833880182691453
CUTC,-0.6596440000000019,0.14162565899676458
ZNF264,0.23816999999999977,0.19917267708685985
KAZN,-0.129348666666667,0.5917118771122116
LCA5,-0.5672843333333337,0.10954346400393836
LCA5,-0.6907326666666673,0.11441118909636246
PRDM10,-0.08541199999999982,0.40632123885314564
MOB3C,-0.05683200000000177,0.6711145460783375
AMIGO3,0.1074799999999998,0.6525579187139715
AMIGO3,0.10583400000000154,0.5201406210061721
BMP8A,0.11424633333333212,0.17586262662592986
BMP8A,0.03522466666666668,0.7566457887792285
DNAAF4,-0.8260863333333339,0.07528243486159553
SIRT4,-0.3449970000000002,0.1848063264693173
CYP46A1,0.23999933333333345,0.3936569582385096
CHIC1,-0.3766890000000007,0.059653383304019834
CHIC1,-0.4365486666666665,0.23805937214496906
CHIC1,0.08257233333333414,0.274652622998392
PLEKHA7,0.0994000000000006,0.4019523046724309
PLEKHA7,0.4736003333333332,0.11711326455578248
ZSWIM5,0.13279033333333334,0.48155295211508564
SLC35D3,0.06700000000000017,0.75388721169231
SLC35D3,0.025202333333334437,0.9025494755794976
DHRS12,-0.14065133333333346,0.3590992323006811
CXCR4,0.08298899999999954,0.3371828993389787
CXCR4,-0.40284566666666777,0.1293919989566027
CXCR4,0.1321996666666676,0.14571819823247759
LCN1,-0.026496333333333677,0.9195034846423926
PSMB2,0.3250799999999998,0.02342599043448992
INTS11,0.17759233333333135,0.15685063525508616
TRO,-0.027790666666666297,0.8558107692853729
TRO,-0.1075210000000002,0.5222503911785806
PMP2,0.09285766666666673,0.6133064437374623
ALG1,0.169354666666667,0.4355005172692352
LOX,0.43759133333333367,0.03514061002891618
DNTTIP2,-0.22157499999999963,0.1770344801128269
PHGDH,-0.010565666666666473,0.9129110306782872
FAM120A,0.8310083333333331,0.014551490152457509
FAM120A,0.7077936666666673,0.05701081506257507
XPC,0.15737333333333492,0.23990023898445612
ISY1,-0.1748923333333341,0.042460519841650377
PPP2R2C,-0.005656333333333485,0.9866966490513182
TRMT1L,-0.32985966666666666,0.14229269489229093
TRMT1L,-0.7949643333333327,0.0644873420846512
TRMT1L,-0.36570533333333355,0.187091544135314
NRP1,1.0937403333333338,0.04593559726761307
NRP1,0.11577066666666713,0.28606381372128387
BCLAF1,-0.49976099999999946,0.18244595144625936
BCLAF1,0.5981769999999988,0.122809279927744
NRIP3,-0.046162333333333194,0.6784903216548425
NRIP3,0.19526566666666678,0.06314763456692903
TRAPPC3,0.08025666666666709,0.09970139451037577
UBE2J1,0.12309699999999779,0.22440438284368228
CASP7,-0.06548700000000007,0.7575836689425146
WDR45,-0.02122533333333365,0.6911922132972187
HAVCR2,-0.13015199999999982,0.22175965440830994
HAVCR2,0.08471966666666653,0.7214413093582502
RNF2,-0.4478083333333336,0.06167816821856666
RNF2,-0.17970333333333333,0.44841678021092474
CLDN1,-0.07738166666666757,0.4620807639241945
CLDN1,0.13790499999999994,0.3222386071064682
CLDN1,-0.21874000000000038,0.03842598554812813
CD5,0.027956666666667296,0.9316432806156315
CD5,0.40326400000000007,0.15242199690250388
SMG1,0.0990513333333336,0.8187542595108508
RRAGD,-0.24369566666666564,0.22992437593033135
SCO1,-0.08445133333333388,0.4210693929150353
SLC12A1,-0.028271333333333537,0.9292400403831971
SLC12A1,-0.11306199999999977,0.5494188545936695
RETREG2,0.516877666666665,0.021980850902631136
TOP3A,0.32420366666666656,0.16678931608609857
TSFM,-0.2600423333333328,0.08419577517525494
TSFM,-0.3473563333333338,0.08889903991064899
CYP2C8,-0.049716666666665965,0.7825975935698266
GK2,-0.05470499999999978,0.7537482304943566
NMNAT2,0.22979166666666728,0.4887364040597265
NMNAT2,0.22417566666666655,0.2716798977885711
NOP53,0.1653966666666662,0.03849136590938604
NOP53,0.200448999999999,0.12190486605431812
RAD18,-0.5043110000000004,0.14002027226199767
UTP25,0.18624966666666776,0.21091964329769738
UTP25,-0.06273233333333206,0.4840978680833764
UTP25,-0.04832833333333397,0.7941436122711258
ZNF300,-0.43445633333333333,0.05623290462133957
LUC7L,-0.22713166666666584,0.04276140248735025
LUC7L,-0.24448366666666654,0.20748926587145985
NEK4,-0.33598333333333485,0.13325756023753774
LILRB2,-0.04409499999999955,0.782207789323197
LILRB2,-0.1257846666666662,0.8135101645942172
LILRB2,0.1229549999999997,0.46967452866860204
MS4A1,0.18471866666666692,0.276782026843832
ZNF330,-0.24253599999999942,0.041472793304165784
ZNF330,-0.32317200000000135,0.05557490925229881
ZNF330,-0.17293266666666796,0.16408626822098915
GINM1,-0.06228633333333278,0.6052375886867959
PMP22,0.6285883333333331,0.04572438178825614
PLA2G12A,-0.4384463333333324,0.07864611918928749
PLA2G12A,-0.5024853333333335,0.06401210126195617
PLA2G12A,-0.29625033333333306,0.21610998210243906
PLA2G12A,-0.14213566666666644,0.03413501346208406
HSPBAP1,-0.3926436666666673,0.10831977463516816
RBMS2,0.09498799999999896,0.6871390555518967
RBMS2,0.498426666666667,0.15904329430718586
KRT15,-0.1797776666666664,0.5614656813108913
TBC1D2,-0.0038163333333329774,0.9446523751034862
SH2D1A,0.08852633333333282,0.45378147293764465
SH2D1A,-0.03178866666666691,0.8756174201639981
SH2D1A,0.006496333333333215,0.9808970800076178
SH2D1A,-0.1461176666666666,0.3831954808944867
MRPL58,-0.3031906666666693,0.1937780914126214
PKIG,-0.00917233333333467,0.9339337690039569
RNMT,-0.5637953333333323,0.04257426133023139
RNMT,-0.2862513333333334,0.20025728687530311
SCARB1,0.8090909999999987,0.07087188909370504
AP2A1,-0.37248866666666736,0.12675230516442837
CCNE2,-0.585432,0.05627957752897964
CCNE2,0.34098399999999973,0.14081880523550766
TGFA,-0.025533666666667898,0.6720071764484777
TGFA,-0.029534666666667597,0.8424598115041879
SYNDIG1,0.09509666666666661,0.6585863081904157
GULP1,-0.7678150000000006,0.04034568747872385
GULP1,-0.16889600000000016,0.11267936674301576
GULP1,-0.21195566666666643,0.21074157939281032
KRT20,-0.027773333333333206,0.8875456809766331
ARPP21,-0.08496099999999984,0.5279505380609891
CMTR2,-0.7461383333333318,0.05501049301715027
ERCC1,0.007381999999999778,0.869641119558576
CD274,-0.23700766666666695,0.2662701413025215
PABIR1,-0.21161499999999922,0.025024637131343244
PABIR1,-0.1388103333333328,0.5720194012730749
TUBA3C,0.03167866666666708,0.7858469043470037
CSTB,0.018030000000001323,0.893271681394383
RAD54L,-0.28026233333333295,0.0879730635884116
PPP3R2,0.07668366666666682,0.8058559897279026
PPP3R2,-0.2919436666666666,0.24662132883430124
IFT70A,-0.4725846666666662,0.24460598533618502
IFT70A,-0.5337769999999997,0.028359070503426356
OMD,-0.10102666666666726,0.4109218382544835
OMD,-0.1930379999999996,0.5268436295548645
PRICKLE3,-0.03530000000000033,0.8344668980893692
MTERF1,-0.43353066666666606,0.08837938329673901
KCTD15,0.02476099999999981,0.8654134790576808
ELL,0.3190006666666667,0.17521807806890072
ELL,0.3964643333333333,0.1493044453853792
ELL,0.16286199999999962,0.27133561172045956
LINGO1,0.1802453333333336,0.4254695905587564
CENPBD1P,-0.04505433333333286,0.6477991635524026
CENPBD1P,0.292399333333333,0.11376848949006246
RTN4IP1,-0.2643976666666674,0.182472137496281
CTRL,0.07705166666666674,0.7784837854773454
DCLK1,-0.014012000000000135,0.923347680211236
SYNPO,0.13589066666666616,0.06312859191643302
GTF2E1,-0.42271000000000036,0.029692909067357342
PRMT8,-0.1881563333333336,0.45961940416861535
ABI3,0.2304843333333335,0.3379308738198474
RPL39L,-0.3053499999999989,0.0532237987530293
STIM2,-0.04350833333333348,0.7495273852984179
EFEMP2,0.04415133333333365,0.22021223224858327
EFEMP2,0.069093333333333,0.43674645213049684
MSMP,0.11287766666666688,0.40604962389988025
CHCHD5,-0.4603406666666663,0.03844358874941717
BBS10,-0.6506613333333329,0.023188898568584214
BBS10,-0.2661669999999994,0.4540820940061932
C10orf88,-0.7756680000000014,0.11619687120394522
TSPYL6,0.050114333333333594,0.6219159936878339
BCDIN3D,-0.6269166666666672,0.015055475626838078
CHCHD7,-0.6431766666666672,0.025459835771787818
KLHL28,-0.6333336666666662,0.021591170055948836
IL20RA,-0.08130133333333367,0.7425563389427544
IL20RA,0.14237733333333358,0.39663878006036707
ARPP21,-0.1325229999999995,0.6753820295285576
LBP,-0.2653960000000004,0.309945357564794
PTGES3L-AARSD1,-0.2503473333333339,0.14313721223060086
CCP110,-0.554513,0.061883048847889165
DNAJC16,-0.11968066666666743,0.5481002580913866
DNAJC16,0.052543666666666766,0.5890304863925363
ACTN1,0.187163333333336,0.24497401312725528
ACTN1,0.4474333333333309,0.01134845723603722
NMU,-0.5390283333333352,0.07506615646649899
NMU,-0.4758423333333326,0.04376756569505906
EED,-0.3338139999999985,0.028568790970043886
DRC8,-0.5602516666666659,0.13794079917121005
NACA2,-0.16477666666666657,0.07803684666844159
CRX,-0.06125533333333433,0.7540479685458128
CRX,-0.1771693333333335,0.08137166738824876
SNAPC4,0.8384599999999995,0.0445233770202165
SNAPC4,0.6881706666666654,0.035365927524755356
SIX5,-0.09961433333333236,0.4196738404059051
SIX5,0.134338333333333,0.5742580857758737
ADAM32,0.0947206666666669,0.33935451105742404
TSPAN2,-0.40109666666666577,0.17239559578268268
TSPAN2,-0.6356209999999995,0.20115567069214907
TSPAN2,-0.22718133333333324,0.3446831103834644
LRP12,-0.2732446666666668,0.23568159212810386
LRP12,0.08311699999999966,0.8033323594431315
BLOC1S5,-0.2647086666666665,0.06558307946255114
ANO4,0.05879433333333317,0.5360375989182483
TAC1,-0.14106666666666712,0.5698801184377333
SNX14,-0.4651419999999984,0.08122731930062785
MT1M,-0.45537033333333365,0.06452041366123525
MT1M,-0.3748746666666669,0.06178638851383264
MDFIC,0.09849333333333377,0.6783799849732648
MDFIC,-0.23286133333333314,0.4690358541395456
ATP6V0A2,-0.1719829999999991,0.16785172913122312
ATP6V0A2,-0.23529566666666657,0.1564512531927314
