Gene_set,Term,Overlap,P_value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds_Ratio,Combined_Score,Genes,Database
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),1/86,0.0544959601278673,0.0884205975584603,0,0,19.511764705882356,56.77199069596926,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,regulation of neuron death (GO:1901214),1/86,0.0544959601278673,0.0884205975584603,0,0,19.511764705882356,56.77199069596926,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,sensory perception of mechanical stimulus (GO:0050954),1/88,0.0557300488159362,0.0898280392098972,0,0,19.061302681992338,55.03447552600268,WDR1,GO_Biological_Process
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),1/91,0.0575783943051017,0.0916019909399345,0,0,18.423148148148147,52.59086388764015,WDR1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),1/91,0.0575783943051017,0.0916019909399345,0,0,18.423148148148147,52.59086388764015,WDR1,GO_Biological_Process
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),1/92,0.0581937669386946,0.0919836961289044,0,0,18.21978021978022,51.81663638666002,MBOAT7,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.0588087686569903,0.0921438792176224,0,0,18.02083333333333,51.06138805719774,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),1/94,0.0594233996587116,0.0921438792176224,0,0,17.82616487455197,50.32446129740212,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,nucleosome organization (GO:0034728),1/94,0.0594233996587116,0.0921438792176224,0,0,17.82616487455197,50.32446129740212,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),2/621,0.0598755008400771,0.0922609918604961,0,0,5.688941107357909,16.017144615629036,STAT2;SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),2/625,0.0605616558414594,0.0927350355072348,0,0,5.651247628775718,15.846625771079625,LMNA;EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),1/98,0.0618782205955173,0.0935812595426034,0,0,17.087628865979383,47.54781410425205,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.0618782205955173,0.0935812595426034,0,0,17.087628865979383,47.54781410425205,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),1/100,0.0631034120924418,0.093810392728005,0,0,16.74074074074074,46.254339159717055,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),1/100,0.0631034120924418,0.093810392728005,0,0,16.74074074074074,46.254339159717055,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of protein localization to membrane (GO:1905477),1/101,0.0637154538039526,0.093810392728005,0,0,16.5725,45.62953064886561,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of cell growth (GO:0030307),1/102,0.0643271264420606,0.093810392728005,0,0,16.40759075907591,45.01871868898876,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),1/102,0.0643271264420606,0.093810392728005,0,0,16.40759075907591,45.01871868898876,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of cell death (GO:0010941),1/102,0.0643271264420606,0.093810392728005,0,0,16.40759075907591,45.01871868898876,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,chromatin remodeling (GO:0006338),1/103,0.0649384302010941,0.0941415112382725,0,0,16.24591503267974,44.42146030184692,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),1/104,0.0655493652791092,0.0944682029022457,0,0,16.0873786407767,43.83733060942407,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),1/105,0.066159931903958,0.0945588549771441,0,0,15.931891025641026,43.26592192345684,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,chromosome organization (GO:0051276),1/106,0.066770130249167,0.0945588549771441,0,0,15.77936507936508,42.70684291496826,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,protein localization to nucleus (GO:0034504),1/106,0.066770130249167,0.0945588549771441,0,0,15.77936507936508,42.70684291496826,LMNA,GO_Biological_Process
GO_Biological_Process_2021,protein-containing complex subunit organization (GO:0043933),1/112,0.070423598148171,0.0985930374074395,0,0,14.92192192192192,39.591244210462285,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,phosphatidylinositol metabolic process (GO:0046488),1/112,0.070423598148171,0.0985930374074395,0,0,14.92192192192192,39.591244210462285,MBOAT7,GO_Biological_Process
GO_Biological_Process_2021,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",1/113,0.0710312243296769,0.0988786929589252,0,0,14.787946428571429,39.108731340452245,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of protein metabolic process (GO:0051247),1/115,0.0722453769721048,0.1000006630404841,0,0,14.527046783625732,38.17253111855829,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of protein-containing complex assembly (GO:0031334),1/118,0.0740638596731147,0.1013723218989558,0,0,14.152421652421651,36.8363135332588,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of cellular response to stress (GO:0080135),1/118,0.0740638596731147,0.1013723218989558,0,0,14.152421652421651,36.8363135332588,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of mRNA catabolic process (GO:0061013),1/122,0.0764833854144393,0.1022739848607303,0,0,13.681818181818182,35.17160025020979,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of anatomical structure morphogenesis (GO:0022603),1/123,0.0770873542947081,0.1022739848607303,0,0,13.568989071038253,34.77482268580042,STAT2,GO_Biological_Process
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),1/124,0.0776909585674449,0.1022739848607303,0,0,13.4579945799458,34.3853967516103,STAT2,GO_Biological_Process
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),1/125,0.0782941984154646,0.1022739848607303,0,0,13.348790322580646,34.003130280859715,STAT2,GO_Biological_Process
GO_Biological_Process_2021,platelet degranulation (GO:0002576),1/125,0.0782941984154646,0.1022739848607303,0,0,13.348790322580646,34.003130280859715,WDR1,GO_Biological_Process
GO_Biological_Process_2021,regulation of protein secretion (GO:0050708),1/125,0.0782941984154646,0.1022739848607303,0,0,13.348790322580646,34.003130280859715,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of cell growth (GO:0030308),1/126,0.0788970740354205,0.1022739848607303,0,0,13.241333333333332,33.62783759261686,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,synapse organization (GO:0050808),1/126,0.0788970740354205,0.1022739848607303,0,0,13.241333333333332,33.62783759261686,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of growth (GO:0045926),1/126,0.0788970740354205,0.1022739848607303,0,0,13.241333333333332,33.62783759261686,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,phosphatidylinositol biosynthetic process (GO:0006661),1/126,0.0788970740354205,0.1022739848607303,0,0,13.241333333333332,33.62783759261686,MBOAT7,GO_Biological_Process
GO_Biological_Process_2021,regulation of response to external stimulus (GO:0032101),1/130,0.0813049384468739,0.1048405785236006,0,0,12.828165374677004,32.19290344020333,BRD4,GO_Biological_Process
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456),1/131,0.0819059960266386,0.1050626650603479,0,0,12.728846153846154,31.849903464460027,LMNA,GO_Biological_Process
GO_Biological_Process_2021,defense response to virus (GO:0051607),1/133,0.0831070223634688,0.1054985517049216,0,0,12.53472222222222,31.1817018518508,STAT2,GO_Biological_Process
GO_Biological_Process_2021,regulation of cell motility (GO:2000145),1/133,0.0831070223634688,0.1054985517049216,0,0,12.53472222222222,31.1817018518508,LMNA,GO_Biological_Process
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),2/764,0.0860570089050621,0.1086802432048465,0,0,4.587210689572895,11.25125949612095,STAT2;LMNA,GO_Biological_Process
GO_Biological_Process_2021,protein dephosphorylation (GO:0006470),1/139,0.086701405240232,0.1089325347890095,0,0,11.98611111111111,29.309459952738585,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),1/140,0.0872992029804689,0.1091240037255861,0,0,11.899280575539567,29.015371700867,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,chromatin organization (GO:0006325),1/142,0.088493715040115,0.1094997989132736,0,0,11.729314420803783,28.4415201317001,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),1/142,0.088493715040115,0.1094997989132736,0,0,11.729314420803783,28.4415201317001,LMNA,GO_Biological_Process
GO_Biological_Process_2021,regulation of mRNA stability (GO:0043488),1/146,0.0908784111279133,0.1118854810368782,0,0,11.403448275862068,27.3481237720878,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of G2/M transition of mitotic cell cycle (GO:0010389),1/149,0.092663152456293,0.113512361758959,0,0,11.170608108108109,26.57246805823029,BRD4,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),1/152,0.0944446591214452,0.1147007651003291,0,0,10.947019867549669,25.8321341685313,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,dephosphorylation (GO:0016311),1/153,0.0950377767974155,0.1147007651003291,0,0,10.874451754385966,25.592813587643803,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),1/153,0.0950377767974155,0.1147007651003291,0,0,10.874451754385966,25.592813587643803,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,peptide biosynthetic process (GO:0043043),1/162,0.1003597222049837,0.1205300585304952,0,0,10.261904761904765,23.592060816165063,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,double-strand break repair (GO:0006302),1/164,0.1015384465657889,0.1213508263835038,0,0,10.134969325153374,23.18189541881573,NSD2,GO_Biological_Process
GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1/170,0.1050660716630017,0.1244467660920082,0,0,9.772189349112423,22.018363543847435,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,nuclear-transcribed mRNA catabolic process (GO:0000956),1/171,0.1056527646821947,0.1244467660920082,0,0,9.71421568627451,21.83364559845647,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),1/171,0.1056527646821947,0.1244467660920082,0,0,9.71421568627451,21.83364559845647,BRD4,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),1/177,0.1091654735973338,0.1273597191968894,0,0,9.380208333333334,20.7761337769104,LMNA,GO_Biological_Process
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),1/177,0.1091654735973338,0.1273597191968894,0,0,9.380208333333334,20.7761337769104,MBOAT7,GO_Biological_Process
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.1097496853958129,0.1274344688245221,0,0,9.326741996233524,20.607931630836863,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),1/180,0.1109170481757075,0.128182437750228,0,0,9.221601489757914,20.278049656804296,WDR1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),2/908,0.1153868588289595,0.1327219737703995,0,0,3.829219345775637,8.269064413027971,BRD4;SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,regulation of signal transduction (GO:0009966),1/198,0.1213599106401171,0.1389400846113491,0,0,8.37140439932318,17.655247344501635,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),1/206,0.1259647396356856,0.1435412149336883,0,0,8.041463414634146,16.659928007090993,BRD4,GO_Biological_Process
GO_Biological_Process_2021,translation (GO:0006412),1/214,0.1305472828644177,0.1480744643601034,0,0,7.736306729264475,15.751273656768497,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),1/216,0.1316894481036944,0.1486408382924748,0,0,7.663565891472868,15.536414526281987,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),1/217,0.1322600112153449,0.1486408382924748,0,0,7.627700617283951,15.43072783816533,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),1/224,0.136244273164289,0.1524193923527435,0,0,7.385650224215246,14.721860005842894,BRD4,GO_Biological_Process
GO_Biological_Process_2021,regulation of autophagy (GO:0010506),1/231,0.1402116425162329,0.1561447837112594,0,0,7.158333333333333,14.06327788480812,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),1/246,0.1486565701634252,0.164800270090675,0,0,6.714965986394557,12.79950767603578,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),1/252,0.1520130506430728,0.1677621504844722,0,0,6.552456839309429,12.343445476872184,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,cellular component assembly (GO:0022607),1/261,0.1570248736583684,0.1725161167995527,0,0,6.32275641025641,11.70564175213891,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,central nervous system development (GO:0007417),1/268,0.1609040390836522,0.1759887927477446,0,0,6.154806491885144,11.244506008237057,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),3/2206,0.1659781431671773,0.1807317558931486,0,0,2.4217884702678165,4.349287896312508,STAT2;BRD4;SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,DNA repair (GO:0006281),1/298,0.1773431265926722,0.1914268007864468,0,0,5.524691358024692,9.555886573732666,NSD2,GO_Biological_Process
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",2/1183,0.1773627909327487,0.1914268007864468,0,0,2.895235162805019,5.007477073499139,BRD4;SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),1/300,0.1784284242856759,0.1917322980262746,0,0,5.487179487179487,9.457525561806184,ITGA3,GO_Biological_Process
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),1/314,0.1859885806438603,0.1989834159726889,0,0,5.238019169329074,8.810714912227741,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,gene expression (GO:0010467),1/356,0.2082854719975981,0.2218693071278763,0,0,4.608450704225352,7.229947972910557,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),1/371,0.2161110433440563,0.2292086823346051,0,0,4.418243243243243,6.768584792976873,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),1/379,0.2202554261187902,0.2325973249961362,0,0,4.322971781305115,6.540515282377034,LMNA,GO_Biological_Process
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),1/408,0.235109859848123,0.2472185221578975,0,0,4.009009009009009,5.803851905277552,LMNA,GO_Biological_Process
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),1/417,0.2396664668818695,0.2509328392566583,0,0,3.920472756410256,5.600422946475893,EIF4G1,GO_Biological_Process
GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506),1/430,0.2462040096661908,0.256680776034965,0,0,3.799145299145299,5.324862216511154,NSD2,GO_Biological_Process
GO_Biological_Process_2021,nervous system development (GO:0007399),1/447,0.2546748189777852,0.2643869942777854,0,0,3.6511584454409567,4.9939368349910565,SLC2A1,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of nucleic acid-templated transcription (GO:1903507),1/464,0.2630576834599669,0.2719372677117802,0,0,3.514038876889849,4.69258406006518,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),1/468,0.265017432114078,0.2728120624703744,0,0,3.483226266952177,4.625584016525852,NSD2,GO_Biological_Process
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),1/482,0.2718387316404644,0.2786631349452459,0,0,3.3794178794178795,4.401848210721037,STAT2,GO_Biological_Process
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),1/546,0.3022840330407161,0.307775177005804,0,0,2.972782874617737,3.55660234298838,BRD4,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1/547,0.3027502761567297,0.307775177005804,0,0,2.9671855921855923,3.5453327569436475,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),1/684,0.3639752943010486,0.3684873847262683,0,0,2.3552952659834063,2.3804245858462165,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",1/948,0.4681934236310718,0.4720468674469654,0,0,1.6754663850756777,1.2714674923043583,SMARCA4,GO_Biological_Process
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),1/1025,0.4954754717702091,0.4975061089495952,0,0,1.543212890625,1.0837018518089712,PTPRF,GO_Biological_Process
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),1/1079,0.5138311402845726,0.5138311402845726,0,0,1.461734693877551,0.9733115232753086,NSD2,GO_Biological_Process
Reactome_2022,SARS-CoV Infections R-HSA-9679506,3/369,0.0015526983199232,0.0851585907959561,0,0,16.082786885245902,104.01962194874756,GANAB;STAT2;BRD4,Reactome_Pathways
Reactome_2022,Potential Therapeutics For SARS R-HSA-9679191,2/97,0.0017537374706539,0.0851585907959561,0,0,38.07081339712919,241.5976129419097,STAT2;BRD4,Reactome_Pathways
Reactome_2022,Maturation Of Spike Protein R-HSA-9683686,1/5,0.0032460508750897,0.0851585907959561,0,0,416.3125,2385.6022367218384,GANAB,Reactome_Pathways
Reactome_2022,Disease R-HSA-1643685,5/1736,0.0034822210885179,0.0851585907959561,0,0,6.59156556903524,37.3088210410112,GANAB;STAT2;LMNA;SLC2A1;BRD4,Reactome_Pathways
Reactome_2022,Vitamin C (Ascorbate) Metabolism R-HSA-196836,1/7,0.0045417536091676,0.0851585907959561,0,0,277.5138888888889,1497.032601111507,SLC2A1,Reactome_Pathways
Reactome_2022,Interferon Signaling R-HSA-913531,2/200,0.0072181010363148,0.0851585907959561,0,0,18.171717171717173,89.6077061786221,STAT2;EIF4G1,Reactome_Pathways
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,3/702,0.0094635088884399,0.0851585907959561,0,0,8.278111587982833,38.57858315369342,STAT2;SMARCA4;EIF4G1,Reactome_Pathways
Reactome_2022,Depolymerisation Of Nuclear Lamina R-HSA-4419969,1/15,0.0097090442156726,0.0851585907959561,0,0,118.88690476190476,551.0048324972125,LMNA,Reactome_Pathways
Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,2/238,0.0100884656668437,0.0851585907959561,0,0,15.21648690292758,69.94049010057465,NSD2;SMARCA4,Reactome_Pathways
Reactome_2022,MET Activates PTK2 Signaling R-HSA-8874081,1/17,0.0109969941425308,0.0851585907959561,0,0,104.015625,469.12433437564215,ITGA3,Reactome_Pathways
Reactome_2022,Acyl Chain Remodelling Of PI R-HSA-1482922,1/17,0.0109969941425308,0.0851585907959561,0,0,104.015625,469.12433437564215,MBOAT7,Reactome_Pathways
Reactome_2022,Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,1/19,0.0122833981550328,0.0851585907959561,0,0,92.44907407407408,406.7303181925871,LMNA,Reactome_Pathways
Reactome_2022,Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844,1/20,0.0129260209528938,0.0851585907959561,0,0,87.57894736842105,380.8381798737429,PTPRF,Reactome_Pathways
Reactome_2022,Synaptic Adhesion-Like Molecules R-HSA-8849932,1/21,0.0135682578861655,0.0851585907959561,0,0,83.19583333333334,357.74392971285124,PTPRF,Reactome_Pathways
Reactome_2022,Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,1/21,0.0135682578861655,0.0851585907959561,0,0,83.19583333333334,357.74392971285124,LMNA,Reactome_Pathways
Reactome_2022,Cellular Hexose Transport R-HSA-189200,1/21,0.0135682578861655,0.0851585907959561,0,0,83.19583333333334,357.74392971285124,SLC2A1,Reactome_Pathways
Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,2/283,0.0140405974231484,0.0851585907959561,0,0,12.75056615981883,54.39139483061334,GANAB;STAT2,Reactome_Pathways
Reactome_2022,Laminin Interactions R-HSA-3000157,1/22,0.0142101091631312,0.0851585907959561,0,0,79.23015873015873,337.0293803138913,ITGA3,Reactome_Pathways
Reactome_2022,mTORC1-mediated Signaling R-HSA-166208,1/24,0.0154926555661662,0.0851585907959561,0,0,72.33333333333333,301.441152263015,EIF4G1,Reactome_Pathways
Reactome_2022,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,1/24,0.0154926555661662,0.0851585907959561,0,0,72.33333333333333,301.441152263015,LMNA,Reactome_Pathways
Reactome_2022,Interleukin-7 Signaling R-HSA-1266695,1/25,0.016133351108423,0.0851585907959561,0,0,69.31597222222223,286.05777422638903,SMARCA4,Reactome_Pathways
Reactome_2022,Regulation Of IFNA/IFNB Signaling R-HSA-912694,1/25,0.016133351108423,0.0851585907959561,0,0,69.31597222222223,286.05777422638903,STAT2,Reactome_Pathways
Reactome_2022,Deadenylation Of mRNA R-HSA-429947,1/25,0.016133351108423,0.0851585907959561,0,0,69.31597222222223,286.05777422638903,EIF4G1,Reactome_Pathways
Reactome_2022,Basigin Interactions R-HSA-210991,1/25,0.016133351108423,0.0851585907959561,0,0,69.31597222222223,286.05777422638903,ITGA3,Reactome_Pathways
Reactome_2022,Calnexin/calreticulin Cycle R-HSA-901042,1/26,0.0167736618234459,0.0851585907959561,0,0,66.54,272.01188501169923,GANAB,Reactome_Pathways
Reactome_2022,Interleukin-20 Family Signaling R-HSA-8854691,1/26,0.0167736618234459,0.0851585907959561,0,0,66.54,272.01188501169923,STAT2,Reactome_Pathways
Reactome_2022,MET Promotes Cell Motility R-HSA-8875878,1/28,0.0180531296002428,0.0879896549823432,0,0,61.60493827160494,247.30909578576168,ITGA3,Reactome_Pathways
Reactome_2022,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,1/29,0.0186922870807393,0.0879896549823432,0,0,59.40178571428572,236.3979776770167,SMARCA4,Reactome_Pathways
Reactome_2022,Translation Of Structural Proteins R-HSA-9683701,1/30,0.0193310605643026,0.0879896549823432,0,0,57.35057471264368,226.30778348154325,GANAB,Reactome_Pathways
Reactome_2022,Infectious Disease R-HSA-5663205,3/961,0.022032054343857,0.0928915984180111,0,0,5.958977035490605,22.73502807527884,GANAB;STAT2;BRD4,Reactome_Pathways
Reactome_2022,N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,1/35,0.0225191753740633,0.0928915984180111,0,0,48.90441176470589,185.51341332613868,GANAB,Reactome_Pathways
Reactome_2022,RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243,1/35,0.0225191753740633,0.0928915984180111,0,0,48.90441176470589,185.51341332613868,SMARCA4,Reactome_Pathways
Reactome_2022,Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,1/38,0.0244274496995066,0.0964716773369544,0,0,44.93243243243244,166.7913365695687,LMNA,Reactome_Pathways
Reactome_2022,MTOR Signaling R-HSA-165159,1/41,0.0263322850072555,0.0964716773369544,0,0,41.55625,151.13839929513645,EIF4G1,Reactome_Pathways
Reactome_2022,XBP1(S) Activates Chaperone Genes R-HSA-381038,1/46,0.0294993835815373,0.0964716773369544,0,0,36.92962962962963,130.1173367501014,LMNA,Reactome_Pathways
Reactome_2022,PKMTs Methylate Histone Lysines R-HSA-3214841,1/47,0.030131661136783,0.0964716773369544,0,0,36.125,126.5162089708299,NSD2,Reactome_Pathways
Reactome_2022,IRE1alpha Activates Chaperones R-HSA-381070,1/48,0.0307635584593973,0.0964716773369544,0,0,35.354609929078016,123.08440365356886,LMNA,Reactome_Pathways
Reactome_2022,RMTs Methylate Histone Arginines R-HSA-3214858,1/49,0.0313950757631915,0.0964716773369544,0,0,34.61631944444444,119.81068935137382,SMARCA4,Reactome_Pathways
Reactome_2022,Nonhomologous End-Joining (NHEJ) R-HSA-5693571,1/51,0.0326569711233982,0.0964716773369544,0,0,33.22833333333333,113.69728633442386,NSD2,Reactome_Pathways
Reactome_2022,SARS-CoV-1 Infection R-HSA-9678108,1/52,0.0332873496068505,0.0964716773369544,0,0,32.57516339869281,110.83952930563026,GANAB,Reactome_Pathways
Reactome_2022,Apoptotic Execution Phase R-HSA-75153,1/52,0.0332873496068505,0.0964716773369544,0,0,32.57516339869281,110.83952930563026,LMNA,Reactome_Pathways
Reactome_2022,Signaling By Interleukins R-HSA-449147,2/453,0.033853860144283,0.0964716773369544,0,0,7.875831485587583,26.665220376387897,STAT2;SMARCA4,Reactome_Pathways
Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,1/53,0.0339173488988434,0.0964716773369544,0,0,31.947115384615383,108.10356363888964,LMNA,Reactome_Pathways
Reactome_2022,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,1/54,0.0345469692098807,0.0964716773369544,0,0,31.342767295597483,105.4820602978719,EIF4G1,Reactome_Pathways
Reactome_2022,Deadenylation-dependent mRNA Decay R-HSA-429914,1/56,0.0358050737240217,0.0964716773369544,0,0,30.2,100.5559032787779,EIF4G1,Reactome_Pathways
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,1/57,0.0364335583389396,0.0964716773369544,0,0,29.65922619047619,98.23921673902151,EIF4G1,Reactome_Pathways
Reactome_2022,Translation Initiation Complex Formation R-HSA-72649,1/57,0.0364335583389396,0.0964716773369544,0,0,29.65922619047619,98.23921673902151,EIF4G1,Reactome_Pathways
Reactome_2022,Late SARS-CoV-2 Infection Events R-HSA-9772573,1/58,0.0370616648121668,0.0964716773369544,0,0,29.1374269005848,96.0128372683442,GANAB,Reactome_Pathways
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",1/58,0.0370616648121668,0.0964716773369544,0,0,29.1374269005848,96.0128372683442,EIF4G1,Reactome_Pathways
Reactome_2022,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,1/60,0.038316744140727,0.0964716773369544,0,0,28.146892655367232,91.81145674128096,NSD2,Reactome_Pathways
Reactome_2022,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,1/60,0.038316744140727,0.0964716773369544,0,0,28.146892655367232,91.81145674128096,SMARCA4,Reactome_Pathways
Reactome_2022,Meiotic Synapsis R-HSA-1221632,1/60,0.038316744140727,0.0964716773369544,0,0,28.146892655367232,91.81145674128096,LMNA,Reactome_Pathways
Reactome_2022,DNA Double Strand Break Response R-HSA-5693606,1/61,0.0389437174197565,0.0964716773369544,0,0,27.676388888888887,89.82753445091376,NSD2,Reactome_Pathways
Reactome_2022,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,1/62,0.0395703133756882,0.0964716773369544,0,0,27.22131147540984,87.91601919409594,LMNA,Reactome_Pathways
Reactome_2022,Signaling By MET R-HSA-6806834,1/63,0.040196532223731,0.0964716773369544,0,0,26.780913978494624,86.07317595715509,ITGA3,Reactome_Pathways
