ProbeID,log2FC,FDR
11715361_a_at,-0.2275500000000008,0.1584477270531049
11715362_at,-0.3221299999999978,0.09271086540292423
11715363_a_at,0.17267299999999963,0.24211708261468567
11715364_a_at,-0.11046533333333386,0.45142442992461757
11715365_x_at,-0.014044333333333547,0.9026083475308739
11715366_a_at,0.30935333333333404,0.2188018712605704
11715367_s_at,-0.043736666666667645,0.5059908602374927
11715368_a_at,-0.34535166666666584,0.1516760934145164
11715369_s_at,-0.08762666666666519,0.22055036381376425
11715370_s_at,0.8209553333333339,0.029970487190749337
11715371_a_at,0.42445799999999956,0.04728867646503495
11715372_a_at,-0.3927866666666677,0.12212151369814585
11715373_a_at,0.40767100000000056,0.04331291646747844
11715374_a_at,0.9811809999999994,0.03635413390764086
11715375_x_at,0.29576700000000056,0.14856336653178
11715376_a_at,-0.09040333333333272,0.17023884117684532
11715377_x_at,-0.03765666666666512,0.33682470025717504
11715378_x_at,-0.07784066666666689,0.44172084725038513
11715379_a_at,0.12460333333333296,0.05320894648142978
11715380_s_at,-0.0990066666666678,0.14261367395186555
11715381_a_at,0.09920333333333353,0.21384708171454056
11715382_x_at,-0.06468766666666692,0.7467150784957536
11715383_a_at,0.22862333333333318,0.03326935585369988
11715384_x_at,0.08186000000000071,0.25030689414089163
11715385_s_at,-0.2431666666666672,0.04159992438856682
11715386_at,0.00905733333333325,0.978552357556584
11715387_at,0.023816666666665043,0.5191523432320885
11715388_s_at,0.1753600000000013,0.03876751730006812
11715389_x_at,0.4253,0.028193593074254685
11715390_s_at,-0.17459033333333274,0.19840145443305243
11715391_s_at,0.12046666666666539,0.42266205574912175
11715392_x_at,0.20765666666666682,0.13431517079286867
11715393_a_at,0.15997066666666626,0.23298915212580273
11715394_s_at,0.23544666666666814,0.05203333822870568
11715395_a_at,0.09726333333333237,0.34858436286051153
11715396_s_at,0.11756333333333302,0.2892518846913036
11715397_x_at,-0.19621599999999972,0.13677072828101475
11715398_a_at,0.002966666666665674,0.9445888656018756
11715399_at,0.2329133333333342,0.06357346013785548
11715400_x_at,0.24119666666666717,0.05984497343573231
11715401_s_at,-0.12403333333333144,0.059328043633855736
11715402_x_at,-0.162096666666665,0.2520501444665666
11715403_a_at,0.23304400000000047,0.5397133094783844
11715404_a_at,0.039059666666666715,0.85538866046544
11715405_x_at,-0.0078053333333318875,0.9303717194908397
11715406_a_at,0.2895716666666659,0.24733676386151068
11715407_s_at,-0.30863333333333287,0.036387747330847105
11715408_x_at,-0.3190400000000011,0.08418877663914978
11715409_a_at,0.3210766666666647,0.025164366267628396
11715410_x_at,0.19695666666666867,0.04505788071445349
11715411_a_at,0.7354036666666666,0.02443777777673507
11715412_a_at,0.22046266666666625,0.17960927233895996
11715413_s_at,0.050789999999999225,0.5327891082732163
11715414_x_at,0.09153633333333344,0.5279685230291103
11715415_a_at,-0.1553213333333332,0.5292600275354541
11715416_s_at,0.05041166666666541,0.7264634853068432
11715417_s_at,-0.1415233333333319,0.22559101400341663
11715418_x_at,-0.05021666666666569,0.7087410891386963
11715419_at,-0.24672499999999964,0.11422687350201967
11715420_a_at,0.3790200000000006,0.0553533296568407
11715421_a_at,-0.05149666666666697,0.4197386082213475
