Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,positive regulation of protein depolymerization (GO:1901881),1/12,0.0077742172076079,0.0519159857944098,0,0,151.33333333333334,735.0172993440868,WDR1
GO_Biological_Process_2021,regulation of actin filament depolymerization (GO:0030834),1/12,0.0077742172076079,0.0519159857944098,0,0,151.33333333333334,735.0172993440868,WDR1
GO_Biological_Process_2021,positive regulation of actin filament depolymerization (GO:0030836),1/12,0.0077742172076079,0.0519159857944098,0,0,151.33333333333334,735.0172993440868,WDR1
GO_Biological_Process_2021,regulation of response to stress (GO:0080134),1/13,0.0084195467572216,0.0519159857944098,0,0,138.71527777777777,662.6705253310397,EIF4G1
GO_Biological_Process_2021,positive regulation of cell aging (GO:0090343),1/13,0.0084195467572216,0.0519159857944098,0,0,138.71527777777777,662.6705253310397,LMNA
GO_Biological_Process_2021,glucose import (GO:0046323),1/13,0.0084195467572216,0.0519159857944098,0,0,138.71527777777777,662.6705253310397,SLC2A1
GO_Biological_Process_2021,regulation of cell aging (GO:0090342),1/13,0.0084195467572216,0.0519159857944098,0,0,138.71527777777777,662.6705253310397,LMNA
GO_Biological_Process_2021,cellular component maintenance (GO:0043954),1/13,0.0084195467572216,0.0519159857944098,0,0,138.71527777777777,662.6705253310397,ITGA3
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),2/217,0.0084479427671494,0.0519159857944098,0,0,16.720507399577166,79.8208987439826,SMARCA4;EIF4G1
GO_Biological_Process_2021,synaptic membrane adhesion (GO:0099560),1/14,0.0090644890278939,0.0519159857944098,0,0,128.03846153846155,602.2149225510485,PTPRF
GO_Biological_Process_2021,regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836),1/14,0.0090644890278939,0.0519159857944098,0,0,128.03846153846155,602.2149225510485,SMARCA4
GO_Biological_Process_2021,negative regulation of androgen receptor signaling pathway (GO:0060766),1/15,0.0097090442156726,0.0519159857944098,0,0,118.88690476190476,551.0048324972125,SMARCA4
GO_Biological_Process_2021,negative regulation of type I interferon-mediated signaling pathway (GO:0060339),1/16,0.0103532125188836,0.0519159857944098,0,0,110.95555555555556,507.11775303850175,STAT2
GO_Biological_Process_2021,positive regulation by host of viral transcription (GO:0043923),1/16,0.0103532125188836,0.0519159857944098,0,0,110.95555555555556,507.11775303850175,SMARCA4
GO_Biological_Process_2021,regulation of cellular response to growth factor stimulus (GO:0090287),1/17,0.0109969941425308,0.0519159857944098,0,0,104.015625,469.12433437564215,ITGA3
GO_Biological_Process_2021,negative regulation of peptidyl-threonine phosphorylation (GO:0010801),1/17,0.0109969941425308,0.0519159857944098,0,0,104.015625,469.12433437564215,EIF4G1
GO_Biological_Process_2021,negative regulation of Rho protein signal transduction (GO:0035024),1/18,0.011640389286531,0.0519159857944098,0,0,97.8921568627451,435.94063546940737,ITGA3
GO_Biological_Process_2021,chromatin disassembly (GO:0031498),1/18,0.011640389286531,0.0519159857944098,0,0,97.8921568627451,435.94063546940737,SMARCA4
GO_Biological_Process_2021,nucleosome disassembly (GO:0006337),1/18,0.011640389286531,0.0519159857944098,0,0,97.8921568627451,435.94063546940737,SMARCA4
